name,week,manager,team_id,position,roster_position,points,2-PT,3 and Outs,4 Dwn Stops,40 Yd Pass TD,40 Yd Rush,40 Yd Rush TD,Blk Kick,Comp,Def Yds Allow,FG Yds,FGM 0-19,FGM 20-29,Fum Lost,Fum Rec,Fum Ret TD,Inc,Int,PAT Made,PAT Miss,Pass 1st Downs,Pass TD,Pass Yds,Pick Six,Pts Allow,Pts Allow 0,Pts Allow 1-6,Pts Allow 14-20,Pts Allow 21-27,Pts Allow 28-34,Pts Allow 35+,Pts Allow 7-13,Rec,Rec TD,Rec Yds,Ret TD,Ret Yds,Rush Att,Rush TD,Rush Yds,Sack,Safe,TD,TFL,Targets,XPR,Yds Allow 0-99,Yds Allow 100-199,Yds Allow 200-299,Yds Allow 300-399,Yds Allow 400-499,Yds Allow 500+,Yds Allow Neg
Elic Ayomanor,2,Mike D,461.l.254906.t.12,WR,BN,15.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,1,56,,,0,0,0,0,,,,6,,,,,,,,
Brandon Aubrey,2,Mike D,461.l.254906.t.12,K,K,24.5,,,,,,,,,,205,0,0,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,2,Mike D,461.l.254906.t.12,DEF,DEF,19.57,,1,1,,,,0,,352,,,,,1,,,1,,,,,,,22,0,0,0,1,0,0,0,,,,0,116,,,,3,0,1,6,,0,0,0,0,1,0,0,0
Brock Purdy,2,Mike D,461.l.254906.t.12,QB,IR,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Kyler Murray,2,Eric,461.l.254906.t.8,QB,QB,17.4,0,,,0,0,0,,17,,,,,0,,0,8,1,,,10,1,220,0,,,,,,,,,0,0,0,,,7,0,32,1,,,,0,,,,,,,,
Ja'Marr Chase,2,Eric,461.l.254906.t.8,WR,WR,37.5,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,14,1,165,,,0,0,0,0,,,,16,,,,,,,,
Isaac TeSlaa,2,Eric,461.l.254906.t.8,WR,WR,3.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,29,,,0,0,0,0,,,,1,,,,,,,,
Kenneth Walker III,2,Eric,461.l.254906.t.8,RB,RB,19.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,13,,,13,1,105,0,,,,1,,,,,,,,
Breece Hall,2,Eric,461.l.254906.t.8,RB,RB,5.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,9,,,10,0,29,0,,,,3,,,,,,,,
Sam LaPorta,2,Eric,461.l.254906.t.8,TE,TE,5.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,26,,,0,0,0,0,,,,4,,,,,,,,
Rome Odunze,2,Eric,461.l.254906.t.8,WR,W/R/T,32.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,7,2,128,,,0,0,0,0,,,,11,,,,,,,,
Xavier Worthy,2,Eric,461.l.254906.t.8,WR,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Jaylen Warren,2,Eric,461.l.254906.t.8,RB,BN,17.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,86,,,14,0,48,0,,,,4,,,,,,,,
Braelon Allen,2,Eric,461.l.254906.t.8,RB,BN,1.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,2,0,11,0,,,,1,,,,,,,,
Justin Fields,2,Eric,461.l.254906.t.8,QB,BN,1.73,0,,,0,0,0,,3,,,,,1,,0,8,0,,,1,0,27,0,,,,,,,,,0,0,0,,,5,0,49,2,,,,0,,,,,,,,
Jayden Reed,2,Eric,461.l.254906.t.8,WR,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Dalton Kincaid,2,Eric,461.l.254906.t.8,TE,BN,7.7,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,37,,,0,0,0,0,,,,6,,,,,,,,
Christian Kirk,2,Eric,461.l.254906.t.8,WR,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Chris Boswell,2,Eric,461.l.254906.t.8,K,K,14.1,,,,,,,,,,141,0,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,2,Eric,461.l.254906.t.8,DEF,DEF,21.99,,1,2,,,,0,,218,,,,,0,,,3,,,,,,,9,0,0,0,0,0,0,1,,,,0,87,,,,3,0,0,6,,0,0,0,1,0,0,0,0
Bo Nix,2,Jenn,461.l.254906.t.9,QB,QB,25.39,0,,,0,0,0,,22,,,,,0,,0,8,1,,,11,3,206,0,,,,,,,,,0,0,0,,,3,0,20,0,,,,0,,,,,,,,
Justin Jefferson,2,Jenn,461.l.254906.t.9,WR,WR,11.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,81,,,0,0,0,0,,,,6,,,,,,,,
Nico Collins,2,Jenn,461.l.254906.t.9,WR,WR,14.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,1,52,,,0,0,0,0,,,,9,,,,,,,,
Omarion Hampton,2,Jenn,461.l.254906.t.9,RB,RB,3.5,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,1,,,8,0,24,0,,,,2,,,,,,,,
Isiah Pacheco,2,Jenn,461.l.254906.t.9,RB,RB,3.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,7,,,10,0,22,0,,,,2,,,,,,,,
Jake Ferguson,2,Jenn,461.l.254906.t.9,TE,TE,16.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,9,0,78,,,0,0,0,0,,,,12,,,,,,,,
Davante Adams,2,Jenn,461.l.254906.t.9,WR,W/R/T,23.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,6,1,106,,,0,0,0,0,,,,13,,,,,,,,
Trevor Lawrence,2,Jenn,461.l.254906.t.9,QB,BN,24.59,0,,,0,0,0,,24,,,,,0,,0,18,2,,,15,3,271,0,,,,,,,,,0,0,0,,,2,0,4,1,,,,0,,,,,,,,
Chris Olave,2,Jenn,461.l.254906.t.9,WR,BN,11.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,6,0,54,,,0,0,0,0,,,,10,,,,,,,,
Emeka Egbuka,2,Jenn,461.l.254906.t.9,WR,BN,12.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,1,29,,,0,0,0,0,,,,7,,,,,,,,
Travis Etienne Jr.,2,Jenn,461.l.254906.t.9,RB,BN,16.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,1,18,,,14,0,71,0,,,,3,,,,,,,,
Rhamondre Stevenson,2,Jenn,461.l.254906.t.9,RB,BN,21.2,1,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,88,,,11,0,54,0,,,,5,,,,,,,,
Rico Dowdle,2,Jenn,461.l.254906.t.9,RB,BN,2.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,10,,,6,0,9,0,,,,1,,,,,,,,
Cameron Dicker,2,Jenn,461.l.254906.t.9,K,K,7.8,,,,,,,,,,58,0,0,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pittsburgh,2,Jenn,461.l.254906.t.9,DEF,DEF,12.06,,2,1,,,,0,,395,,,,,0,,,2,,,,,,,31,0,0,0,0,1,0,0,,,,0,78,,,,2,0,0,6,,0,0,0,0,1,0,0,0
Seattle,2,Jenn,461.l.254906.t.9,DEF,BN,25.01,,3,1,,,,0,,267,,,,,0,,,2,,,,,,,17,0,0,1,0,0,0,0,,,,1,163,,,,3,0,0,2,,0,0,0,1,0,0,0,0
Jalen Hurts,3,Nick,461.l.254906.t.1,QB,QB,28.29,0,,,0,0,0,,21,,,,,1,,0,11,0,,,9,3,226,0,,,,,,,,,0,0,0,,,9,1,40,4,,,,0,,,,,,,,
Malik Nabers,3,Nick,461.l.254906.t.1,WR,WR,3.3,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,13,,,0,0,0,0,,,,7,,,,,,,,
Drake London,3,Nick,461.l.254906.t.1,WR,WR,10.5,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,55,,,0,0,0,0,,,,8,,,,,,,,
Tony Pollard,3,Nick,461.l.254906.t.1,RB,RB,13.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,14,,,16,1,45,0,,,,4,,,,,,,,
Cam Skattebo,3,Nick,461.l.254906.t.1,RB,RB,24.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,6,0,61,,,10,1,60,0,,,,8,,,,,,,,
Zach Ertz,3,Nick,461.l.254906.t.1,TE,TE,6.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,38,,,0,0,0,0,,,,3,,,,,,,,
Amon-Ra St. Brown,3,Nick,461.l.254906.t.1,WR,W/R/T,20.7,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,7,1,77,,,0,0,0,0,,,,8,,,,,,,,
Trey Benson,3,Nick,461.l.254906.t.1,RB,BN,8.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,9,,,10,0,42,0,,,,4,,,,,,,,
Evan Engram,3,Nick,461.l.254906.t.1,TE,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Rashee Rice,3,Nick,461.l.254906.t.1,WR,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Rashod Bateman,3,Nick,461.l.254906.t.1,WR,BN,17.3,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,1,63,,,0,0,0,0,,,,7,,,,,,,,
Kareem Hunt,3,Nick,461.l.254906.t.1,RB,BN,11.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,10,,,10,1,34,0,,,,1,,,,,,,,
Kenneth Gainwell,3,Nick,461.l.254906.t.1,RB,BN,9.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,10,,,4,1,16,0,,,,1,,,,,,,,
Matt Gay,3,Nick,461.l.254906.t.1,K,K,15.2,,,,,,,,,,102,0,0,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston,3,Nick,461.l.254906.t.1,DEF,DEF,14.78,,4,1,,,,0,,291,,,,,0,,,1,,,,,,,17,0,0,1,0,0,0,0,,,,0,64,,,,2,0,0,3,,0,0,0,1,0,0,0,0
Detroit,3,Nick,461.l.254906.t.1,DEF,BN,15.95,,3,1,,,,0,,318,,,,,1,,,0,,,,,,,30,0,0,0,0,1,0,0,,,,0,110,,,,7,0,0,6,,0,0,0,0,1,0,0,0
Tyjae Spears,3,Nick,461.l.254906.t.1,RB,IR,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Patrick Mahomes,3,Danielle,461.l.254906.t.10,QB,QB,15.11,0,,,0,0,0,,22,,,,,0,,0,15,0,,,13,1,224,0,,,,,,,,,0,0,0,,,5,0,2,2,,,,0,,,,,,,,
Jaxon Smith-Njigba,3,Danielle,461.l.254906.t.10,WR,WR,20.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,1,96,,,0,0,0,0,,,,6,,,,,,,,
Keon Coleman,3,Danielle,461.l.254906.t.10,WR,WR,5.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,20,,,0,0,0,0,,,,4,,,,,,,,
Derrick Henry,3,Danielle,461.l.254906.t.10,RB,RB,10.6,0,,,0,0,0,,0,,,,,1,,0,1,0,,,0,0,0,0,,,,,,,,,1,0,7,,,12,1,50,0,,,,1,,,,,,,,
Jonathan Taylor,3,Danielle,461.l.254906.t.10,RB,RB,35.3,0,,,0,1,1,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,16,,,17,3,102,0,,,,4,,,,,,,,
Travis Kelce,3,Danielle,461.l.254906.t.10,TE,TE,6.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,26,,,0,0,0,0,,,,7,,,,,,,,
J.K. Dobbins,3,Danielle,461.l.254906.t.10,RB,W/R/T,15.8,0,,,0,1,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,0,,,11,1,83,0,,,,2,,,,,,,,
Terry McLaurin,3,Danielle,461.l.254906.t.10,WR,BN,10.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,74,,,0,0,0,0,,,,4,,,,,,,,
Stefon Diggs,3,Danielle,461.l.254906.t.10,WR,BN,5.3,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,23,,,0,0,0,0,,,,3,,,,,,,,
Austin Ekeler,3,Danielle,461.l.254906.t.10,RB,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Rashid Shaheed,3,Danielle,461.l.254906.t.10,WR,BN,8.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,42,,,0,0,0,0,,,,6,,,,,,,,
C.J. Stroud,3,Danielle,461.l.254906.t.10,QB,BN,14.56,0,,,1,0,0,,25,,,,,0,,0,13,2,,,8,1,204,0,,,,,,,,,0,0,0,,,4,0,22,2,,,,0,,,,,,,,
Brandon Aiyuk,3,Danielle,461.l.254906.t.10,WR,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Wan'Dale Robinson,3,Danielle,461.l.254906.t.10,WR,BN,3.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,26,,,0,0,0,0,,,,4,,,,,,,,
Harrison Butker,3,Danielle,461.l.254906.t.10,K,K,13.0,,,,,,,,,,130,0,0,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas City,3,Danielle,461.l.254906.t.10,DEF,DEF,21.34,,0,3,,,,1,,281,,,,,0,,,2,,,,,,,9,0,0,0,0,0,0,1,,,,0,67,,,,2,0,0,6,,0,0,0,1,0,0,0,0
Jordan Love,3,John,461.l.254906.t.2,QB,QB,10.22,0,,,0,0,0,,18,,,,,0,,0,7,1,,,8,1,183,0,,,,,,,,,0,0,0,,,4,0,18,5,,,,0,,,,,,,,
Puka Nacua,3,John,461.l.254906.t.2,WR,WR,23.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,11,0,112,,,1,0,6,0,,,,15,,,,,,,,
Deebo Samuel,3,John,461.l.254906.t.2,WR,WR,4.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,11,,,3,0,18,0,,,,3,,,,,,,,
Chase Brown,3,John,461.l.254906.t.2,RB,RB,6.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,17,,,10,0,3,0,,,,5,,,,,,,,
Bucky Irving,3,John,461.l.254906.t.2,RB,RB,13.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,33,,,25,0,66,0,,,,4,,,,,,,,
Trey McBride,3,John,461.l.254906.t.2,TE,TE,15.3,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,1,43,,,0,0,0,0,,,,8,,,,,,,,
Michael Pittman Jr.,3,John,461.l.254906.t.2,WR,W/R/T,19.3,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,6,1,73,,,0,0,0,0,,,,6,,,,,,,,
Juwan Johnson,3,John,461.l.254906.t.2,TE,BN,11.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,6,0,51,,,0,0,0,0,,,,8,,,,,,,,
Jacory Croskey-Merritt,3,John,461.l.254906.t.2,RB,BN,10.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,5,,,8,1,26,0,,,,1,,,,,,,,
Quentin Johnston,3,John,461.l.254906.t.2,WR,BN,14.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,6,0,89,,,0,0,0,0,,,,10,,,,,,,,
RJ Harvey,3,John,461.l.254906.t.2,RB,BN,4.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,14,,,2,0,2,0,,,,3,,,,,,,,
Matthew Golden,3,John,461.l.254906.t.2,WR,BN,10.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,52,,,3,0,9,0,,,,4,,,,,,,,
DeAndre Hopkins,3,John,461.l.254906.t.2,WR,BN,2.3,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,13,,,0,0,0,0,,,,2,,,,,,,,
Tyler Loop,3,John,461.l.254906.t.2,K,K,7.1,,,,,,,,,,41,0,0,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indianapolis,3,John,461.l.254906.t.2,DEF,DEF,27.33,,1,1,,,,1,,282,,,,,0,,,1,,,,,,,20,0,0,1,0,0,0,0,,,,0,104,,,,4,0,1,8,,0,0,0,1,0,0,0,0
Denver,3,John,461.l.254906.t.2,DEF,BN,17.19,,3,0,,,,0,,376,,,,,1,,,1,,,,,,,23,0,0,0,1,0,0,0,,,,0,197,,,,5,0,0,7,,0,0,0,0,1,0,0,0
Joe Burrow,3,John,461.l.254906.t.2,QB,IR,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Joe Mixon,3,John,461.l.254906.t.2,RB,IR,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Dak Prescott,3,J.P.,461.l.254906.t.5,QB,QB,17.24,1,,,0,0,0,,31,,,,,0,,0,9,2,,,12,1,251,0,,,,,,,,,0,0,0,,,0,0,0,2,,,,0,,,,,,,,
A.J. Brown,3,J.P.,461.l.254906.t.5,WR,WR,23.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,6,1,109,,,0,0,0,0,,,,10,,,,,,,,
Tetairoa McMillan,3,J.P.,461.l.254906.t.5,WR,WR,7.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,48,,,0,0,0,0,,,,8,,,,,,,,
Ashton Jeanty,3,J.P.,461.l.254906.t.5,RB,RB,6.3,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,17,0,63,0,,,,0,,,,,,,,
TreVeyon Henderson,3,J.P.,461.l.254906.t.5,RB,RB,7.7,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,19,,,11,0,28,0,,,,3,,,,,,,,
Brenton Strange,3,J.P.,461.l.254906.t.5,TE,TE,12.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,6,0,61,,,0,0,0,0,,,,7,,,,,,,,
Ladd McConkey,3,J.P.,461.l.254906.t.5,WR,W/R/T,8.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,41,,,0,0,0,0,,,,7,,,,,,,,
Tyrone Tracy Jr.,3,J.P.,461.l.254906.t.5,RB,BN,5.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,7,,,7,0,29,0,,,,3,,,,,,,,
Bhayshul Tuten,3,J.P.,461.l.254906.t.5,RB,BN,8.1,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,6,1,21,0,,,,1,,,,,,,,
Khalil Shakir,3,J.P.,461.l.254906.t.5,WR,BN,14.5,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,1,45,,,0,0,0,0,,,,4,,,,,,,,
Ray Davis,3,J.P.,461.l.254906.t.5,RB,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,1,,,,,,,,
Michael Penix Jr.,3,J.P.,461.l.254906.t.5,QB,BN,7.28,0,,,0,0,0,,18,,,,,0,,0,18,2,,,10,0,172,1,,,,,,,,,0,0,0,,,2,0,9,0,,,,0,,,,,,,,
Hollywood Brown,3,J.P.,461.l.254906.t.5,WR,BN,8.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,4,0,42,,,0,0,0,0,,,,6,,,,,,,,
Troy Franklin,3,J.P.,461.l.254906.t.5,WR,BN,2.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,8,,,0,0,0,0,,,,4,,,,,,,,
Ka'imi Fairbairn,3,J.P.,461.l.254906.t.5,K,K,3.7,,,,,,,,,,27,0,0,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,3,J.P.,461.l.254906.t.5,DEF,DEF,40.79,,5,0,,,,0,,171,,,,,3,,,2,,,,,,,10,0,0,0,0,0,0,1,,,,0,152,,,,4,0,2,7,,0,0,1,0,0,0,0,0
George Kittle,3,J.P.,461.l.254906.t.5,TE,IR,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Baker Mayfield,3,Andy,461.l.254906.t.3,QB,QB,20.62,0,,,0,0,0,,19,,,,,0,,0,10,0,,,12,1,233,0,,,,,,,,,0,0,0,,,4,0,44,1,,,,0,,,,,,,,
CeeDee Lamb,3,Andy,461.l.254906.t.3,WR,WR,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Zay Flowers,3,Andy,461.l.254906.t.3,WR,WR,3.3,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,2,0,13,,,0,0,0,0,,,,3,,,,,,,,
Josh Jacobs,3,Andy,461.l.254906.t.3,RB,RB,12.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,44,,,16,0,30,0,,,,9,,,,,,,,
James Cook III,3,Andy,461.l.254906.t.3,RB,RB,21.8,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,10,,,19,1,108,0,,,,3,,,,,,,,
Harold Fannin Jr.,3,Andy,461.l.254906.t.3,TE,TE,5.5,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,25,,,0,0,0,0,,,,4,,,,,,,,
Jordan Mason,3,Andy,461.l.254906.t.3,RB,W/R/T,24.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,16,2,116,0,,,,0,,,,,,,,
Dalton Schultz,3,Andy,461.l.254906.t.3,TE,BN,8.9,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,5,0,39,,,0,0,0,0,,,,6,,,,,,,,
Cedric Tillman,3,Andy,461.l.254906.t.3,WR,BN,5.6,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,26,,,0,0,0,0,,,,3,,,,,,,,
Calvin Ridley,3,Andy,461.l.254906.t.3,WR,BN,3.7,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,1,0,27,,,0,0,0,0,,,,7,,,,,,,,
Tank Bigsby,3,Andy,461.l.254906.t.3,RB,BN,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Nick Chubb,3,Andy,461.l.254906.t.3,RB,BN,7.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,2,,,9,0,38,0,,,,4,,,,,,,,
Caleb Williams,3,Andy,461.l.254906.t.3,QB,BN,33.87,0,,,1,0,0,,19,,,,,0,,0,9,0,,,11,4,298,0,,,,,,,,,0,0,0,,,5,0,12,0,,,,0,,,,,,,,
Spencer Shrader,3,Andy,461.l.254906.t.3,K,K,11.0,,,,,,,,,,60,0,0,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Bay,3,Andy,461.l.254906.t.3,DEF,DEF,15.72,,2,1,,,,0,,221,,,,,0,,,1,,,,,,,13,0,0,0,0,0,0,1,,,,0,86,,,,2,0,0,5,,0,0,0,1,0,0,0,0
Baltimore,3,Andy,461.l.254906.t.3,DEF,BN,-2.78,,2,0,,,,0,,426,,,,,0,,,0,,,,,,,38,0,0,0,0,0,1,0,,,,0,136,,,,0,0,0,4,,0,0,0,0,0,1,0,0
Jalen Coker,3,Andy,461.l.254906.t.3,WR,IR,0.0,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,0,0,0,,,0,0,0,0,,,,0,,,,,,,,
Jared Goff,3,Tony,461.l.254906.t.6,QB,QB,16.63,0,,,0,0,0,,20,,,,,0,,0,8,0,,,11,1,202,0,,,,,,,,,0,0,0,,,4,0,6,0,,,,0,,,,,,,,
Marvin Harrison Jr.,3,Tony,461.l.254906.t.6,WR,WR,7.4,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,0,44,,,0,0,0,0,,,,6,,,,,,,,
DK Metcalf,3,Tony,461.l.254906.t.6,WR,WR,12.2,0,,,0,0,0,,0,,,,,0,,0,0,0,,,0,0,0,0,,,,,,,,,3,1,32,,,0,0,0,0,,,,4,,,,,,,,
